EmployeeID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,?
1354096,35,No,Travel_Rarely,144,Maternity,22,3,Life Sciences,1,4,Male,46,1,1,Nurse,3,Single,4230,19225,
1667303,54,No,Travel_Rarely,548,Maternity,8,4,Life Sciences,1,3,Female,42,3,2,Nurse,3,Single,3780,23428,
1095688,34,No,Travel_Rarely,1303,Maternity,2,4,Life Sciences,1,4,Male,62,2,1,Other,3,Divorced,2768,8416,
1725110,31,No,Travel_Rarely,1274,Maternity,9,1,Life Sciences,1,3,Male,33,3,3,Therapist,2,Divorced,10648,14394,
1563027,33,Yes,Travel_Rarely,1277,Neurology,15,1,Medical,1,2,Male,56,3,3,Other,3,Married,13610,24619,
1173414,33,No,Travel_Rarely,587,Maternity,10,1,Medical,1,1,Male,38,1,1,Nurse,4,Divorced,3408,6705,
1188476,30,No,Travel_Rarely,413,Cardiology,7,1,Marketing,1,4,Male,57,3,1,Other,2,Single,2983,18398,
1204541,35,No,Travel_Rarely,1276,Maternity,16,3,Life Sciences,1,4,Male,72,3,3,Nurse,3,Married,7632,14295,
1736866,31,Yes,Travel_Frequently,534,Maternity,20,3,Life Sciences,1,1,Male,66,3,3,Nurse,3,Married,9824,22908,
1776529,34,Yes,Travel_Frequently,988,Neurology,23,3,Human Resources,1,2,Female,43,3,3,Other,1,Divorced,9950,11533,
1489398,42,No,Travel_Frequently,1474,Maternity,5,2,Other,1,2,Male,97,3,1,Nurse,3,Married,2093,9260,
1673608,36,No,Non-Travel,635,Cardiology,10,4,Medical,1,2,Male,32,3,3,Nurse,4,Single,9980,15318,
1107497,22,No,Travel_Frequently,1368,Maternity,4,1,Technical Degree,1,3,Male,99,2,1,Nurse,3,Single,3894,9129,
1096432,48,No,Travel_Rarely,163,Cardiology,2,5,Marketing,1,2,Female,37,3,2,Nurse,4,Married,4051,19658,
1045162,55,No,Travel_Rarely,1117,Cardiology,18,5,Life Sciences,1,1,Female,83,3,4,Administrative,2,Single,16835,9873,
1756239,41,No,Non-Travel,267,Cardiology,10,2,Life Sciences,1,4,Male,56,3,2,Nurse,4,Single,6230,13430,
1372229,35,No,Travel_Rarely,619,Cardiology,1,3,Marketing,1,2,Male,85,3,2,Nurse,3,Married,4717,18659,
1413753,40,No,Travel_Rarely,302,Neurology,6,3,Life Sciences,1,2,Female,75,3,4,Therapist,3,Single,13237,20364,
1394294,39,No,Travel_Frequently,443,Maternity,8,1,Life Sciences,1,3,Female,48,3,1,Nurse,3,Married,3755,17872,
1233772,31,No,Travel_Rarely,828,Cardiology,2,1,Life Sciences,1,2,Male,77,3,2,Nurse,4,Single,6582,8346,
1882668,42,No,Travel_Rarely,319,Maternity,24,3,Medical,1,4,Male,56,3,3,Therapist,1,Married,7406,6950,
1218847,45,No,Travel_Rarely,561,Cardiology,2,3,Other,1,4,Male,61,3,2,Nurse,2,Married,4805,16177,
1636995,26,Yes,Travel_Frequently,426,Neurology,17,4,Life Sciences,1,2,Female,58,3,1,Other,3,Divorced,2741,22808,
1780761,29,No,Travel_Rarely,232,Maternity,19,3,Technical Degree,1,4,Male,34,3,2,Therapist,4,Divorced,4262,22645,
1375351,33,No,Travel_Rarely,922,Maternity,1,5,Medical,1,1,Female,95,4,4,Administrative,3,Divorced,16184,22578,
1670281,31,No,Travel_Rarely,688,Cardiology,7,3,Life Sciences,1,3,Male,44,2,3,Administrative,4,Divorced,11557,25291,
1138891,18,Yes,Travel_Frequently,1306,Cardiology,5,3,Marketing,1,2,Male,69,3,1,Other,2,Single,1878,8059,
1755403,40,No,Non-Travel,1094,Cardiology,28,3,Other,1,3,Male,58,1,3,Nurse,1,Divorced,10932,11373,
1566630,41,No,Non-Travel,509,Maternity,2,4,Other,1,1,Female,62,2,2,Nurse,3,Single,6811,2112,
1777635,26,No,Travel_Rarely,775,Cardiology,29,2,Medical,1,1,Male,45,3,2,Nurse,3,Divorced,4306,4267,
1427912,35,No,Travel_Rarely,195,Cardiology,1,3,Medical,1,1,Female,80,3,2,Nurse,3,Single,4859,6698,
1884554,34,No,Travel_Rarely,258,Cardiology,21,4,Life Sciences,1,4,Male,74,4,2,Nurse,4,Single,5337,19921,
1335605,26,Yes,Travel_Rarely,471,Maternity,24,3,Technical Degree,1,3,Male,66,1,1,Nurse,4,Single,2340,23213,
1361476,37,No,Travel_Rarely,799,Neurology,1,3,Technical Degree,1,2,Female,59,3,3,Therapist,4,Single,7491,23848,
1057253,46,No,Travel_Frequently,1034,Maternity,18,1,Medical,1,1,Female,86,3,3,Nurse,3,Married,10527,8984,
1617735,41,No,Travel_Rarely,1276,Cardiology,2,5,Life Sciences,1,2,Female,91,3,4,Administrative,1,Married,16595,5626,
1037353,37,No,Non-Travel,142,Cardiology,9,4,Medical,1,1,Male,69,3,3,Nurse,2,Divorced,8834,24666,
1455020,52,No,Travel_Rarely,956,Maternity,6,2,Technical Degree,1,4,Male,78,3,2,Other,1,Divorced,5577,22087,
1689256,32,No,Non-Travel,1474,Cardiology,11,4,Other,1,4,Male,60,4,2,Nurse,3,Married,4707,23914,
1793245,24,No,Travel_Frequently,535,Cardiology,24,3,Medical,1,4,Male,38,3,1,Other,4,Married,2400,5530,
1267131,38,No,Travel_Rarely,1495,Maternity,10,3,Medical,1,3,Female,76,3,2,Nurse,3,Married,9824,22174,
1105684,37,No,Travel_Rarely,446,Neurology,1,4,Life Sciences,1,2,Female,65,3,2,Therapist,2,Married,6447,15701,
1206385,49,No,Travel_Rarely,1245,Maternity,18,4,Life Sciences,1,4,Male,58,2,5,Administrative,3,Divorced,19502,2125,
1487282,24,No,Travel_Rarely,691,Maternity,23,3,Medical,1,2,Male,89,4,1,Other,4,Married,2725,21630,
1295289,26,No,Travel_Rarely,703,Cardiology,28,2,Marketing,1,1,Male,66,3,2,Nurse,2,Married,6272,7428,
1875209,24,No,Travel_Rarely,823,Maternity,17,2,Other,1,4,Male,94,2,1,Nurse,2,Married,2127,9100,
1079394,50,No,Travel_Frequently,1246,Neurology,3,3,Medical,1,1,Male,99,3,5,Administrative,2,Married,18200,7999,
1353559,25,No,Travel_Rarely,622,Cardiology,13,1,Medical,1,2,Male,40,3,1,Other,3,Married,2096,26376,
1119549,24,Yes,Travel_Frequently,1287,Maternity,7,3,Life Sciences,1,1,Female,55,3,1,Nurse,3,Married,2886,14168,
1209208,30,Yes,Travel_Frequently,448,Cardiology,12,4,Life Sciences,1,2,Male,74,2,1,Other,1,Married,2033,14470,
1228187,34,No,Travel_Rarely,254,Maternity,1,2,Life Sciences,1,2,Male,83,2,1,Other,4,Married,3622,22794,
1090528,31,No,Travel_Rarely,1365,Cardiology,13,4,Medical,1,2,Male,46,3,2,Nurse,1,Divorced,4233,11512,
1665575,35,No,Travel_Rarely,538,Maternity,25,2,Other,1,1,Male,54,2,2,Nurse,4,Single,3681,14004,
1761086,31,No,Travel_Rarely,525,Cardiology,6,4,Medical,1,1,Male,66,4,2,Nurse,4,Divorced,5460,6219,
1591129,27,No,Travel_Rarely,798,Maternity,6,4,Medical,1,1,Female,66,2,1,Other,3,Divorced,2187,5013,
1518444,37,No,Travel_Rarely,558,Cardiology,2,3,Marketing,1,4,Male,75,3,2,Nurse,3,Married,9602,3010,
1814200,42,No,Travel_Rarely,622,Maternity,2,4,Life Sciences,1,3,Female,81,3,2,Nurse,4,Married,4089,5718,
1669153,43,No,Travel_Rarely,782,Maternity,6,4,Other,1,2,Male,50,2,4,Administrative,4,Divorced,16627,2671,
1668455,38,No,Travel_Rarely,362,Maternity,1,1,Life Sciences,1,3,Female,43,3,1,Other,1,Single,2619,14561,
1251852,43,No,Travel_Frequently,1001,Maternity,9,5,Medical,1,4,Male,72,3,2,Nurse,3,Divorced,5679,19627,
1589946,48,No,Travel_Rarely,1236,Neurology,1,4,Life Sciences,1,4,Female,40,2,4,Other,1,Married,15402,17997,
1580530,44,No,Travel_Rarely,1112,Neurology,1,4,Life Sciences,1,1,Female,50,2,2,Other,3,Single,5985,26894,
1718961,34,No,Travel_Rarely,204,Cardiology,14,3,Technical Degree,1,3,Female,31,3,1,Other,3,Divorced,2579,2912,
1792606,27,No,Travel_Rarely,1420,Cardiology,2,1,Marketing,1,3,Male,85,3,1,Other,1,Divorced,3041,16346,
1147261,21,No,Travel_Rarely,1343,Cardiology,22,1,Technical Degree,1,3,Male,49,3,1,Other,3,Single,3447,24444,
1434704,44,No,Travel_Rarely,1315,Neurology,3,4,Other,1,4,Male,35,3,5,Other,4,Married,19513,9358,
1794793,22,No,Travel_Rarely,604,Maternity,6,1,Medical,1,1,Male,69,3,1,Other,3,Married,2773,12145,
1034561,33,No,Travel_Rarely,1216,Cardiology,8,4,Marketing,1,3,Male,39,3,2,Nurse,3,Divorced,7104,20431,
1745732,32,No,Travel_Rarely,646,Maternity,9,4,Life Sciences,1,1,Female,92,3,2,Other,4,Married,6322,18089,
1477313,30,No,Travel_Frequently,160,Maternity,3,3,Medical,1,3,Female,71,3,1,Other,3,Divorced,2083,22653,
1624205,53,No,Travel_Rarely,238,Cardiology,1,1,Medical,1,4,Female,34,3,2,Nurse,1,Single,8381,7507,
1641585,34,No,Travel_Rarely,1397,Maternity,1,5,Life Sciences,1,2,Male,42,3,1,Other,4,Married,2691,7660,
1080875,45,Yes,Travel_Frequently,306,Cardiology,26,4,Life Sciences,1,1,Female,100,3,2,Nurse,1,Married,4286,5630,
1551597,26,No,Travel_Rarely,991,Maternity,6,3,Life Sciences,1,3,Female,71,3,1,Nurse,4,Married,2659,17759,
1498477,37,No,Travel_Rarely,482,Neurology,3,3,Other,1,3,Male,36,3,3,Therapist,3,Married,9434,9606,
1507332,29,No,Travel_Rarely,1176,Cardiology,3,2,Medical,1,2,Female,62,3,2,Nurse,3,Married,5561,3487,
1398672,35,No,Travel_Rarely,1017,Maternity,6,4,Life Sciences,1,2,Male,82,1,2,Other,4,Single,6646,19368,
1179356,33,No,Travel_Frequently,1296,Maternity,6,3,Life Sciences,1,3,Male,30,3,2,Nurse,4,Divorced,7725,5335,
1414067,54,No,Travel_Rarely,397,Neurology,19,4,Medical,1,3,Male,88,3,3,Other,2,Married,10725,6729,
1285109,36,No,Travel_Rarely,913,Maternity,9,2,Medical,1,2,Male,48,2,2,Therapist,2,Divorced,8847,13934,
1699009,27,No,Travel_Rarely,1115,Maternity,3,4,Medical,1,1,Male,54,2,1,Other,4,Single,2045,15174,
1547538,20,Yes,Travel_Rarely,1362,Maternity,10,1,Medical,1,4,Male,32,3,1,Other,3,Single,1009,26999,
1712154,33,Yes,Travel_Frequently,1076,Maternity,3,3,Life Sciences,1,1,Male,70,3,1,Other,1,Single,3348,3164,
1715015,35,No,Non-Travel,727,Maternity,3,3,Life Sciences,1,3,Male,41,2,1,Nurse,3,Married,1281,16900,
1344006,23,No,Travel_Rarely,885,Maternity,4,3,Medical,1,1,Male,58,4,1,Other,1,Married,2819,8544,
1136352,25,No,Travel_Rarely,810,Cardiology,8,3,Life Sciences,1,4,Male,57,4,2,Nurse,2,Married,4851,15678,
1767421,38,No,Travel_Rarely,243,Cardiology,7,4,Marketing,1,4,Female,46,2,2,Nurse,4,Single,4028,7791,
1196090,29,No,Travel_Frequently,806,Maternity,1,4,Life Sciences,1,2,Male,76,1,1,Other,4,Divorced,2720,18959,
1202761,48,No,Travel_Rarely,817,Cardiology,2,1,Marketing,1,2,Male,56,4,2,Nurse,2,Married,8120,18597,
1288214,27,No,Travel_Frequently,1410,Cardiology,3,1,Medical,1,4,Female,71,4,2,Nurse,4,Divorced,4647,16673,
1510616,37,No,Travel_Rarely,1225,Maternity,10,2,Life Sciences,1,4,Male,80,4,1,Other,4,Single,4680,15232,
1824855,50,No,Travel_Rarely,1207,Maternity,28,1,Medical,1,4,Male,74,4,1,Nurse,3,Married,3221,3297,
1700617,34,No,Travel_Rarely,1442,Maternity,9,3,Medical,1,4,Female,46,2,3,Nurse,2,Single,8621,17654,
1589131,24,No,Travel_Rarely,693,Cardiology,3,2,Life Sciences,1,1,Female,65,3,2,Nurse,3,Single,4577,24785,
1634766,39,No,Travel_Rarely,408,Maternity,2,4,Technical Degree,1,4,Female,80,2,2,Nurse,3,Single,4553,20978,
1248364,32,No,Travel_Rarely,929,Cardiology,10,3,Marketing,1,4,Male,55,3,2,Nurse,4,Single,5396,21703,
1844102,50,No,Travel_Frequently,562,Cardiology,8,2,Technical Degree,1,2,Male,50,3,2,Nurse,3,Married,6796,23452,
1180968,38,No,Travel_Rarely,827,Maternity,1,4,Life Sciences,1,2,Female,33,4,2,Nurse,4,Single,7625,19383,
1705991,27,No,Travel_Rarely,608,Neurology,1,2,Life Sciences,1,3,Female,68,3,3,Therapist,1,Married,7412,6009,
1533978,32,No,Travel_Rarely,1018,Maternity,3,2,Life Sciences,1,3,Female,39,3,3,Administrative,4,Single,11159,19373,
1838364,47,No,Travel_Rarely,703,Cardiology,14,4,Marketing,1,4,Male,42,3,2,Nurse,1,Single,4960,11825,
1886378,40,No,Travel_Frequently,580,Cardiology,5,4,Life Sciences,1,4,Male,48,2,3,Nurse,1,Married,10475,23772,
1217160,53,No,Travel_Rarely,970,Maternity,7,3,Life Sciences,1,3,Male,59,4,4,Administrative,3,Married,14814,13514,
1494989,41,No,Travel_Rarely,427,Neurology,10,4,Human Resources,1,2,Male,73,2,5,Administrative,4,Divorced,19141,8861,
1180556,60,No,Travel_Rarely,1179,Cardiology,16,4,Marketing,1,1,Male,84,3,2,Nurse,1,Single,5405,11924,
1271756,27,No,Travel_Frequently,294,Maternity,10,2,Life Sciences,1,4,Male,32,3,3,Therapist,1,Divorced,8793,4809,
1786662,41,No,Travel_Rarely,314,Neurology,1,3,Human Resources,1,4,Male,59,2,5,Administrative,3,Married,19189,19562,
1713058,50,No,Travel_Rarely,316,Cardiology,8,4,Marketing,1,4,Male,54,3,1,Other,2,Married,3875,9983,
1879624,28,Yes,Travel_Rarely,654,Maternity,1,2,Life Sciences,1,1,Female,67,1,1,Other,2,Single,2216,3872,
1530315,36,No,Non-Travel,427,Maternity,8,3,Life Sciences,1,1,Female,63,4,3,Administrative,1,Married,11713,20335,
1589247,38,No,Travel_Rarely,168,Neurology,1,3,Life Sciences,1,3,Female,81,3,3,Therapist,3,Single,7861,15397,
1347933,44,No,Non-Travel,381,Maternity,24,3,Medical,1,1,Male,49,1,1,Nurse,3,Single,3708,2104,
1031434,47,No,Travel_Frequently,217,Cardiology,3,3,Medical,1,4,Female,49,3,4,Nurse,3,Divorced,13770,10225,
1699255,30,No,Travel_Rarely,501,Cardiology,27,5,Marketing,1,3,Male,99,3,2,Nurse,4,Divorced,5304,25275,
1670081,29,No,Travel_Rarely,1396,Cardiology,10,3,Life Sciences,1,3,Male,99,3,1,Other,3,Single,2642,2755,
1542367,42,Yes,Travel_Frequently,933,Maternity,19,3,Medical,1,3,Male,57,4,1,Other,3,Divorced,2759,20366,
1259211,43,No,Travel_Frequently,775,Cardiology,15,3,Life Sciences,1,4,Male,47,2,2,Nurse,4,Married,6804,23683,
1758544,34,No,Travel_Rarely,970,Maternity,8,2,Medical,1,2,Female,96,3,2,Nurse,3,Single,6142,7360,
1545288,23,No,Travel_Rarely,650,Maternity,9,1,Medical,1,2,Male,37,3,1,Nurse,1,Married,2500,4344,
1121259,39,No,Travel_Rarely,141,Neurology,3,3,Human Resources,1,3,Female,44,4,2,Other,2,Married,6389,18767,
1126307,56,No,Travel_Rarely,832,Maternity,9,3,Medical,1,3,Male,81,3,4,Nurse,4,Married,11103,20420,
1400061,40,No,Travel_Rarely,804,Maternity,2,1,Medical,1,4,Female,86,2,1,Other,4,Single,2342,22929,
1855799,27,No,Travel_Rarely,975,Maternity,7,3,Medical,1,4,Female,55,2,2,Nurse,1,Single,6811,23398,
1639147,29,No,Travel_Rarely,1090,Cardiology,10,3,Marketing,1,4,Male,83,3,1,Other,2,Divorced,2297,17967,
1446990,53,No,Travel_Rarely,346,Maternity,6,3,Life Sciences,1,4,Male,86,3,2,Nurse,4,Single,2450,10919,
1446447,35,No,Non-Travel,1225,Maternity,2,4,Life Sciences,1,4,Female,61,3,2,Nurse,1,Divorced,5093,4761,
1729159,32,No,Travel_Frequently,430,Maternity,24,4,Life Sciences,1,1,Male,80,3,2,Nurse,4,Married,5309,21146,
1808474,38,No,Travel_Rarely,268,Maternity,2,5,Medical,1,4,Male,92,3,1,Other,3,Married,3057,20471,
1254029,34,No,Travel_Rarely,167,Cardiology,8,5,Life Sciences,1,2,Female,32,3,2,Therapist,1,Divorced,5121,4187,
1581250,52,No,Travel_Rarely,621,Cardiology,3,4,Marketing,1,3,Male,31,2,4,Administrative,1,Married,16856,10084,
1269152,33,Yes,Travel_Rarely,527,Maternity,1,4,Other,1,4,Male,63,3,1,Other,4,Single,2686,5207,
1615430,25,No,Travel_Rarely,883,Cardiology,26,1,Medical,1,3,Female,32,3,2,Nurse,4,Single,6180,22807,
1186983,45,No,Travel_Rarely,954,Cardiology,2,2,Technical Degree,1,2,Male,46,1,2,Other,3,Single,6632,12388,
1570791,23,No,Travel_Rarely,310,Maternity,10,1,Medical,1,1,Male,79,4,1,Other,3,Single,3505,19630,
1052229,47,Yes,Travel_Frequently,719,Cardiology,27,2,Life Sciences,1,2,Female,77,4,2,Nurse,3,Single,6397,10339,
1551168,34,No,Travel_Rarely,304,Cardiology,2,3,Other,1,4,Male,60,3,2,Nurse,4,Single,6274,18686,
1699666,55,Yes,Travel_Rarely,725,Neurology,2,3,Medical,1,4,Male,78,3,5,Other,1,Married,19859,21199,
1521095,36,No,Non-Travel,1434,Cardiology,8,4,Life Sciences,1,1,Male,76,2,3,Nurse,1,Single,7587,14229,
1224712,52,No,Non-Travel,715,Maternity,19,4,Medical,1,4,Male,41,3,1,Other,4,Married,4258,26589,
1238998,26,No,Travel_Frequently,575,Maternity,1,2,Life Sciences,1,1,Female,71,1,1,Nurse,4,Divorced,4364,5288,
1541532,29,No,Travel_Rarely,657,Maternity,27,3,Medical,1,2,Female,66,3,2,Nurse,3,Married,4335,25549,
1152345,26,Yes,Travel_Rarely,1146,Cardiology,8,3,Technical Degree,1,4,Male,38,2,2,Nurse,1,Single,5326,3064,
1830116,34,No,Travel_Rarely,182,Maternity,1,4,Life Sciences,1,2,Female,72,4,1,Other,4,Single,3280,13551,
1755563,54,No,Travel_Rarely,376,Maternity,19,4,Medical,1,4,Female,95,3,2,Therapist,1,Divorced,5485,22670,
1660820,27,No,Travel_Frequently,829,Cardiology,8,1,Marketing,1,3,Male,84,3,2,Nurse,4,Married,4342,24008,
1150067,37,No,Travel_Rarely,571,Maternity,10,1,Life Sciences,1,4,Female,82,3,1,Other,1,Divorced,2782,19905,
1862559,38,No,Travel_Frequently,240,Neurology,2,4,Life Sciences,1,1,Female,75,4,2,Therapist,1,Single,5980,26085,
1107380,34,No,Travel_Rarely,121,Maternity,2,4,Medical,1,3,Female,86,2,1,Other,1,Single,4381,7530,
1734641,35,No,Travel_Rarely,384,Cardiology,8,4,Life Sciences,1,1,Female,72,3,1,Other,4,Married,2572,20317,
1298935,30,No,Travel_Rarely,921,Maternity,1,3,Life Sciences,1,4,Male,38,1,1,Nurse,3,Married,3833,24375,
1025177,40,No,Travel_Frequently,791,Maternity,2,2,Medical,1,3,Female,38,4,2,Nurse,2,Married,4244,9931,
1546242,34,No,Travel_Rarely,1111,Cardiology,8,2,Life Sciences,1,3,Female,93,3,2,Nurse,1,Married,6500,13305,
1288565,42,No,Travel_Frequently,570,Neurology,8,3,Life Sciences,1,2,Male,66,3,5,Other,4,Divorced,18430,16225,
1572087,23,Yes,Travel_Rarely,1243,Maternity,6,3,Life Sciences,1,3,Male,63,4,1,Nurse,1,Married,1601,3445,
1451315,24,No,Non-Travel,1092,Maternity,9,3,Life Sciences,1,3,Male,60,2,1,Nurse,2,Divorced,2694,26551,
1755899,52,No,Travel_Rarely,1325,Maternity,11,4,Life Sciences,1,4,Female,82,3,2,Nurse,3,Married,3149,21821,
1330421,50,No,Travel_Rarely,691,Maternity,2,3,Medical,1,3,Male,64,3,4,Administrative,3,Married,17639,6881,
1187355,29,Yes,Travel_Rarely,805,Maternity,1,2,Life Sciences,1,2,Female,36,2,1,Nurse,1,Married,2319,6689,
1297416,33,No,Travel_Rarely,213,Maternity,7,3,Medical,1,3,Male,49,3,3,Administrative,3,Married,11691,25995,
1161558,33,Yes,Travel_Rarely,118,Cardiology,16,3,Marketing,1,1,Female,69,3,2,Nurse,1,Single,5324,26507,
1069822,47,No,Travel_Rarely,202,Neurology,2,2,Other,1,3,Female,33,3,4,Other,4,Married,16752,12982,
1418243,36,No,Travel_Rarely,676,Neurology,1,3,Other,1,3,Female,35,3,2,Therapist,2,Married,5228,23361,
1312456,29,No,Travel_Rarely,1252,Maternity,23,2,Life Sciences,1,3,Male,81,4,1,Other,3,Married,2700,23779,
1294456,58,Yes,Travel_Rarely,286,Maternity,2,4,Life Sciences,1,4,Male,31,3,5,Administrative,2,Single,19246,25761,
1637745,35,No,Travel_Rarely,1258,Maternity,1,4,Life Sciences,1,4,Female,40,4,1,Other,3,Single,2506,13301,
1307498,42,No,Travel_Rarely,932,Neurology,1,2,Life Sciences,1,4,Female,43,2,2,Therapist,4,Married,6062,4051,
1759857,28,No,Travel_Rarely,890,Maternity,2,4,Medical,1,3,Male,46,3,1,Other,3,Single,4382,16374,
1675215,36,No,Travel_Rarely,1041,Neurology,13,3,Human Resources,1,3,Male,36,3,1,Other,2,Married,2143,25527,
1845955,32,No,Travel_Rarely,859,Neurology,4,3,Life Sciences,1,3,Female,98,2,2,Therapist,3,Married,6162,19124,
1178013,40,No,Travel_Frequently,720,Maternity,16,4,Medical,1,1,Male,51,2,2,Nurse,3,Single,5094,11983,
1266910,30,No,Travel_Rarely,946,Neurology,2,3,Medical,1,3,Female,52,2,2,Therapist,4,Single,6877,20234,
1643001,45,No,Travel_Rarely,252,Maternity,2,3,Life Sciences,1,2,Female,95,2,1,Other,3,Single,2274,6153,
1804767,42,No,Travel_Rarely,933,Maternity,29,3,Life Sciences,1,2,Male,98,3,2,Therapist,2,Married,4434,11806,
1686305,38,No,Travel_Frequently,471,Maternity,12,3,Life Sciences,1,1,Male,45,2,2,Nurse,1,Divorced,6288,4284,
1375250,34,No,Travel_Frequently,702,Maternity,16,4,Life Sciences,1,3,Female,100,2,1,Other,4,Single,2553,8306,
1744940,49,No,Travel_Rarely,1184,Cardiology,11,3,Marketing,1,3,Female,43,3,3,Nurse,4,Married,7654,5860,
1545377,55,No,Travel_Rarely,436,Cardiology,2,1,Medical,1,3,Male,37,3,2,Nurse,4,Single,5160,21519,
1282527,43,No,Travel_Rarely,589,Maternity,14,2,Life Sciences,1,2,Male,94,3,4,Administrative,1,Married,17159,5200,
1266242,27,No,Travel_Rarely,269,Maternity,5,1,Technical Degree,1,3,Male,42,2,3,Administrative,4,Divorced,12808,8842,
1668361,35,No,Travel_Rarely,950,Neurology,7,3,Other,1,3,Male,59,3,3,Therapist,3,Single,10221,18869,
1574775,28,No,Travel_Rarely,760,Cardiology,2,4,Marketing,1,2,Female,81,3,2,Nurse,2,Married,4779,3698,
1822365,34,No,Travel_Rarely,829,Neurology,3,2,Human Resources,1,3,Male,88,3,1,Other,4,Married,3737,2243,
1082176,26,Yes,Travel_Frequently,887,Maternity,5,2,Medical,1,3,Female,88,2,1,Other,3,Married,2366,20898,
1415673,27,No,Non-Travel,443,Maternity,3,3,Medical,1,4,Male,50,3,1,Other,4,Married,1706,16571,
1455518,51,No,Travel_Rarely,1318,Cardiology,26,4,Marketing,1,1,Female,66,3,4,Administrative,3,Married,16307,5594,
1117532,44,No,Travel_Rarely,625,Maternity,4,3,Medical,1,4,Male,50,3,2,Nurse,2,Single,5933,5197,
1450149,25,No,Travel_Rarely,180,Maternity,2,1,Medical,1,1,Male,65,4,1,Other,1,Single,3424,21632,
1826341,33,No,Travel_Rarely,586,Cardiology,1,3,Medical,1,1,Male,48,4,2,Nurse,1,Divorced,4037,21816,
1276016,35,No,Travel_Rarely,1343,Maternity,27,1,Medical,1,3,Female,53,2,1,Other,1,Single,2559,17852,
1193450,36,No,Travel_Rarely,928,Cardiology,1,2,Life Sciences,1,2,Male,56,3,2,Nurse,4,Married,6201,2823,
1119237,32,No,Travel_Rarely,117,Cardiology,13,4,Life Sciences,1,2,Male,73,3,2,Nurse,4,Divorced,4403,9250,
1077496,30,No,Travel_Frequently,1012,Maternity,5,4,Life Sciences,1,2,Male,75,2,1,Other,4,Divorced,3761,2373,
1689022,53,No,Travel_Rarely,661,Cardiology,7,2,Marketing,1,1,Female,78,2,3,Nurse,4,Married,10934,20715,
1580740,45,No,Travel_Rarely,930,Cardiology,9,3,Marketing,1,4,Male,74,3,3,Nurse,1,Divorced,10761,19239,
1214731,32,No,Travel_Rarely,638,Maternity,8,2,Medical,1,3,Female,91,4,2,Other,3,Married,5175,22162,
1501967,52,No,Travel_Frequently,890,Maternity,25,4,Medical,1,3,Female,81,2,4,Therapist,4,Married,13826,19028,
1659259,37,No,Travel_Rarely,342,Cardiology,16,4,Marketing,1,4,Male,66,2,2,Nurse,3,Divorced,6334,24558,
1851689,28,No,Travel_Rarely,1169,Neurology,8,2,Medical,1,2,Male,63,2,1,Other,4,Divorced,4936,23965,
1578894,22,No,Travel_Rarely,1230,Neurology,1,2,Life Sciences,1,4,Male,33,2,2,Therapist,4,Married,4775,19146,
1147768,44,No,Travel_Rarely,986,Maternity,8,4,Life Sciences,1,1,Male,62,4,1,Nurse,4,Married,2818,5044,
1341422,42,No,Travel_Frequently,1271,Maternity,2,1,Medical,1,2,Male,35,3,1,Other,4,Single,2515,9068,
1524503,36,No,Travel_Rarely,1278,Neurology,8,3,Life Sciences,1,1,Male,77,2,1,Other,1,Married,2342,8635,
1643524,25,No,Travel_Rarely,141,Cardiology,3,1,Other,1,3,Male,98,3,2,Nurse,1,Married,4194,14363,
1330630,35,No,Travel_Rarely,607,Maternity,9,3,Life Sciences,1,4,Female,66,2,3,Therapist,3,Married,10685,23457,
1050771,35,Yes,Travel_Frequently,130,Maternity,25,4,Life Sciences,1,4,Female,96,3,1,Other,2,Divorced,2022,16612,
1864456,32,No,Non-Travel,300,Maternity,1,3,Life Sciences,1,4,Male,61,3,1,Nurse,4,Divorced,2314,9148,
1252375,25,No,Travel_Rarely,583,Cardiology,4,1,Marketing,1,3,Male,87,2,2,Nurse,1,Married,4256,18154,
1127921,49,No,Travel_Rarely,1418,Maternity,1,3,Technical Degree,1,3,Female,36,3,1,Other,1,Married,3580,10554,
1122784,24,No,Non-Travel,1269,Maternity,4,1,Life Sciences,1,1,Male,46,2,1,Nurse,4,Married,3162,10778,
1767740,32,No,Travel_Frequently,379,Cardiology,5,2,Life Sciences,1,2,Male,48,3,2,Nurse,2,Married,6524,8891,
1740909,38,No,Travel_Rarely,395,Cardiology,9,3,Marketing,1,2,Male,98,2,1,Other,2,Married,2899,12102,
1395500,42,No,Travel_Rarely,1265,Maternity,3,3,Life Sciences,1,3,Female,95,4,2,Nurse,4,Married,5231,23726,
1253827,31,No,Travel_Rarely,1222,Maternity,11,4,Life Sciences,1,4,Male,48,3,1,Other,4,Married,2356,14871,
1329687,29,Yes,Travel_Rarely,341,Cardiology,1,3,Medical,1,2,Female,48,2,1,Other,3,Divorced,2800,23522,
1221211,53,No,Travel_Rarely,868,Cardiology,8,3,Marketing,1,1,Male,73,3,4,Nurse,4,Married,11836,22789,
1731227,35,No,Travel_Rarely,672,Maternity,25,3,Technical Degree,1,4,Male,78,2,3,Therapist,2,Married,10903,9129,
